medal,name,nationality,location,year,gender,prueba,mark,mark_x,mark_xx,mark_unidades
B,Ingvar PETTERSSON,SWE,Tokyo,1964,M,50Km Race Walk,4:14:17.4,04:14:17.4,,segundos
G,Norman READ,NZL,Melbourne / Stockholm,1956,M,50Km Race Walk,4:30:42.8,04:30:42.8,,segundos
S,Yevgeni MASKINSKOV,URS,Melbourne / Stockholm,1956,M,50Km Race Walk,4:32:57.0,04:32:57.0,,segundos
B,John LJUNGGREN,SWE,Melbourne / Stockholm,1956,M,50Km Race Walk,4:35:02.0,04:35:02.0,,segundos
G,John LJUNGGREN,SWE,London,1948,M,50Km Race Walk,4:41:52,00:04:41:52,,segundos
S,Gaston GODEL,SUI,London,1948,M,50Km Race Walk,4:48:17,00:04:48:17,,segundos
B,Terence Lloyd JOHNSON,GBR,London,1948,M,50Km Race Walk,4:48:31,00:04:48:31,,segundos
G,Thomas William GREEN,GBR,Los Angeles,1932,M,50Km Race Walk,4:50:10,00:04:50:10,,segundos
S,Janis DALINS,LAT,Los Angeles,1932,M,50Km Race Walk,4:57:20,00:04:57:20,,segundos
B,Ugo FRIGERIO,ITA,Los Angeles,1932,M,50Km Race Walk,4:59:06,00:04:59:06,,segundos
G,Jared TALLENT,AUS,London,2012,M,50Km Race Walk,3:36:53,00:03:36:53,,segundos
S,Tianfeng SI,CHN,London,2012,M,50Km Race Walk,3:37:16,00:03:37:16,,segundos
B,Robert HEFFERNAN,IRL,London,2012,M,50Km Race Walk,3:37:54,00:03:37:54,,segundos
G,Robert KORZENIOWSKI,POL,Athens,2004,M,50Km Race Walk,3h38:46,03038:46,,segundos
S,Denis NIZHEGORODOV,RUS,Athens,2004,M,50Km Race Walk,3h42:50,03042:50,,segundos
B,Aleksey VOYEVODIN,RUS,Athens,2004,M,50Km Race Walk,3h43:34,03043:34,,segundos
G,Robert KORZENIOWSKI,POL,Atlanta,1996,M,50Km Race Walk,3:43:30,00:03:43:30,,segundos
S,Mikhail SHCHENNIKOV,RUS,Atlanta,1996,M,50Km Race Walk,3:43:46,00:03:43:46,,segundos
B,Valentin MASSANA,ESP,Atlanta,1996,M,50Km Race Walk,3:44:19,00:03:44:19,,segundos
G,Vyacheslav IVANENKO,URS,Seoul,1988,M,50Km Race Walk,3:38:29,00:03:38:29,,segundos
S,Ronald WEIGEL,GDR,Seoul,1988,M,50Km Race Walk,3:38:56,00:03:38:56,,segundos
B,Hartwig GAUDER,GDR,Seoul,1988,M,50Km Race Walk,3:39:45,00:03:39:45,,segundos
G,Hartwig GAUDER,GDR,Moscow,1980,M,50Km Race Walk,3:49:24.0,03:49:24.0,,segundos
S,Jorge LLOPART,ESP,Moscow,1980,M,50Km Race Walk,3:51:25.0,03:51:25.0,,segundos
B,Yevgeny Mikhaylovich IVCHENKO,URS,Moscow,1980,M,50Km Race Walk,3:56:32.0,03:56:32.0,,segundos
G,Christoph HÃHNE,GDR,Mexico,1968,M,50Km Race Walk,4:20:13.6,04:20:13.6,,segundos
S,Antal KISS,HUN,Mexico,1968,M,50Km Race Walk,4:30:17.0,04:30:17.0,,segundos
B,Larry YOUNG,USA,Mexico,1968,M,50Km Race Walk,4:31:55.4,04:31:55.4,,segundos
G,Donald James THOMPSON,GBR,Rome,1960,M,50Km Race Walk,4:25:30.0,04:25:30.0,,segundos
S,John LJUNGGREN,SWE,Rome,1960,M,50Km Race Walk,4:25:47.0,04:25:47.0,,segundos
B,Abdon PAMICH,ITA,Rome,1960,M,50Km Race Walk,4:27:55.4,04:27:55.4,,segundos
G,Giuseppe DORDONI,ITA,Helsinki,1952,M,50Km Race Walk,4:28:07.8,04:28:07.8,,segundos
S,Josef DOLEZAL,TCH,Helsinki,1952,M,50Km Race Walk,4:30:17.8,04:30:17.8,,segundos
B,Antal RÃKA,HUN,Helsinki,1952,M,50Km Race Walk,4:31:27.2,04:31:27.2,,segundos
G,Harold WHITLOCK,GBR,Berlin,1936,M,50Km Race Walk,4:30:41.4,04:30:41.4,,segundos
S,Arthur SCHWAB,SUI,Berlin,1936,M,50Km Race Walk,4:32:09.2,04:32:09.2,,segundos
B,Adalberts BUBENKO,LAT,Berlin,1936,M,50Km Race Walk,4:32:42.2,04:32:42.2,,segundos
G,David Lekuta RUDISHA,KEN,Rio,2016,M,800M,1:42.15,00:01:42.15,102.15,segundos
S,Taoufik MAKHLOUFI,ALG,Rio,2016,M,800M,1:42.61,00:01:42.61,102.61,segundos
B,Clayton MURPHY,USA,Rio,2016,M,800M,1:42.93,00:01:42.93,102.93,segundos
G,Wilfred BUNGEI,KEN,Beijing,2008,M,800M,1:44.65,00:01:44.65,104.65,segundos
S,Ismail Ahmed ISMAIL,SUD,Beijing,2008,M,800M,1:44.70,00:01:44.70,104.7,segundos
B,Alfred Kirwa YEGO,KEN,Beijing,2008,M,800M,1:44.82,00:01:44.82,104.82,segundos
G,Nils SCHUMANN,GER,Sydney,2000,M,800M,01:45.08,00:01:45.08,105.08,segundos
S,Wilson KIPKETER,DEN,Sydney,2000,M,800M,01:45.14,00:01:45.14,105.14,segundos
B,Djabir SAID GUERNI,ALG,Sydney,2000,M,800M,01:45.16,00:01:45.16,105.16,segundos
G,William TANUI,KEN,Barcelona,1992,M,800M,1:43.66,00:01:43.66,103.66,segundos
S,Nixon KIPROTICH,KEN,Barcelona,1992,M,800M,1:43.70,00:01:43.70,103.7,segundos
B,Johnny GRAY,USA,Barcelona,1992,M,800M,1:43.97,00:01:43.97,103.97,segundos
G,Joaquim CRUZ,BRA,Los Angeles,1984,M,800M,1:43.00,00:01:43.00,103,segundos
S,Sebastian COE,GBR,Los Angeles,1984,M,800M,1:43.64,00:01:43.64,103.64,segundos
B,Earl JONES,USA,Los Angeles,1984,M,800M,1:43.83,00:01:43.83,103.83,segundos
G,Alberto JUANTORENA,CUB,Montreal,1976,M,800M,1:43.50,00:01:43.50,103.5,segundos
S,Ivo VAN DAMME,BEL,Montreal,1976,M,800M,1:43.86,00:01:43.86,103.86,segundos
B,Richard Charles WOHLHUTER,USA,Montreal,1976,M,800M,1:44.12,00:01:44.12,104.12,segundos
G,Ralph DOUBELL,AUS,Mexico,1968,M,800M,1:44.3,01:44.3,,segundos
S,Wilson KIPRUGUT,KEN,Mexico,1968,M,800M,1:44.5,01:44.5,,segundos
B,Thomas Francis FARRELL,USA,Mexico,1968,M,800M,1:45.4,01:45.4,,segundos
G,Peter SNELL,NZL,Rome,1960,M,800M,1:46.3,01:46.3,,segundos
S,Roger MOENS,BEL,Rome,1960,M,800M,1:46.5,01:46.5,,segundos
B,George KERR,BWI,Rome,1960,M,800M,1:47.1,01:47.1,,segundos
G,Mal WHITFIELD,USA,Helsinki,1952,M,800M,1:49.2,01:49.2,,segundos
S,Arthur WINT,JAM,Helsinki,1952,M,800M,1:49.4,01:49.4,,segundos
B,Heinz ULZHEIMER,GER,Helsinki,1952,M,800M,1:49.7,01:49.7,,segundos
G,John WOODRUFF,USA,Berlin,1936,M,800M,1:52.9,01:52.9,,segundos
S,Mario LANZI,ITA,Berlin,1936,M,800M,1:53.3,01:53.3,,segundos
B,Philip EDWARDS,CAN,Berlin,1936,M,800M,1:53.6,01:53.6,,segundos
G,Douglas LOWE,GBR,Amsterdam,1928,M,800M,1:51.8,01:51.8,,segundos
S,Erik BYLÃHN,SWE,Amsterdam,1928,M,800M,1:52.8,01:52.8,,segundos
B,Hermann ENGELHARD,GER,Amsterdam,1928,M,800M,1:53.2,01:53.2,,segundos
G,Albert HILL,GBR,Antwerp,1920,M,800M,1:53.4,01:53.4,,segundos
S,Earl EBY,USA,Antwerp,1920,M,800M,1:53.6,01:53.6,,segundos
B,Bevil RUDD,RSA,Antwerp,1920,M,800M,1:54.0,01:54.0,,segundos
G,Melvin SHEPPARD,USA,London,1908,M,800M,1:52.8,01:52.8,,segundos
S,Emilio LUNGHI,ITA,London,1908,M,800M,1:54.2,01:54.2,,segundos
B,Hanns BRAUN,GER,London,1908,M,800M,1:55.2,01:55.2,,segundos
G,Alfred TYSOE,GBR,Paris,1900,M,800M,2:01.2,02:01.2,,segundos
S,John CREGAN,USA,Paris,1900,M,800M,2:01.6,02:01.6,,segundos
B,David HALL,USA,Paris,1900,M,800M,,,,segundos
G,David Lekuta RUDISHA,KEN,London,2012,M,800M,1:40.91,00:01:40.91,100.91,segundos
S,Nijel AMOS,BOT,London,2012,M,800M,1:41.73,00:01:41.73,101.73,segundos
B,Timothy KITUM,KEN,London,2012,M,800M,1:42.53,00:01:42.53,102.53,segundos
G,Yuriy BORZAKOVSKIY,RUS,Athens,2004,M,800M,1:44.45,00:01:44.45,104.45,segundos
S,Mbulaeni MULAUDZI,RSA,Athens,2004,M,800M,1:44.61,00:01:44.61,104.61,segundos
B,Wilson KIPKETER,DEN,Athens,2004,M,800M,1:44.65,00:01:44.65,104.65,segundos
G,VebjÃ¸rn RODAL,NOR,Atlanta,1996,M,800M,1:42.58,00:01:42.58,102.58,segundos
S,Hezekiel SEPENG,RSA,Atlanta,1996,M,800M,1:42.74,00:01:42.74,102.74,segundos
B,Fred ONYANCHA,KEN,Atlanta,1996,M,800M,1:42.79,00:01:42.79,102.79,segundos
G,Steve OVETT,GBR,Moscow,1980,M,800M,1:45.4,01:45.4,,segundos
S,Sebastian COE,GBR,Moscow,1980,M,800M,1:45.9,01:45.9,,segundos
B,Nikolai KIROV,URS,Moscow,1980,M,800M,1:46.0,01:46.0,,segundos
G,David James WOTTLE,USA,Munich,1972,M,800M,1:45.86,00:01:45.86,105.86,segundos
S,Yevgeni ARZHANOV,URS,Munich,1972,M,800M,1:45.89,00:01:45.89,105.89,segundos
B,Mike BOIT,KEN,Munich,1972,M,800M,1:46.01,00:01:46.01,106.01,segundos
G,Peter SNELL,NZL,Tokyo,1964,M,800M,1:45.1,01:45.1,,segundos
S,William CROTHERS,CAN,Tokyo,1964,M,800M,1:45.6,01:45.6,,segundos
B,Wilson KIPRUGUT,KEN,Tokyo,1964,M,800M,1:45.9,01:45.9,,segundos
G,Thomas COURTNEY,USA,Melbourne / Stockholm,1956,M,800M,1:47.7,01:47.7,,segundos
S,Derek JOHNSON,GBR,Melbourne / Stockholm,1956,M,800M,1:47.8,01:47.8,,segundos
B,Audun BOYSEN,NOR,Melbourne / Stockholm,1956,M,800M,1:48.1,01:48.1,,segundos
G,Mal WHITFIELD,USA,London,1948,M,800M,1:49.2,01:49.2,,segundos
S,Arthur WINT,JAM,London,1948,M,800M,1:49.5,01:49.5,,segundos
B,Marcel HANSENNE,FRA,London,1948,M,800M,1:49.8,01:49.8,,segundos
G,Thomas HAMPSON,GBR,Los Angeles,1932,M,800M,1:49.8,01:49.8,,segundos
S,Alex WILSON,CAN,Los Angeles,1932,M,800M,1:49.9,01:49.9,,segundos
B,Philip EDWARDS,CAN,Los Angeles,1932,M,800M,,,,segundos
G,Douglas LOWE,GBR,Paris,1924,M,800M,1:52.4,01:52.4,,segundos
S,Paul MARTIN,SUI,Paris,1924,M,800M,1:52.6,01:52.6,,segundos
B,Schuyler ENCK,USA,Paris,1924,M,800M,1:53.0,01:53.0,,segundos
G,James Edwin MEREDITH,USA,Stockholm,1912,M,800M,1:51.9,01:51.9,,segundos
S,Melvin SHEPPARD,USA,Stockholm,1912,M,800M,1:52.0,01:52.0,,segundos
B,Ira DAVENPORT,USA,Stockholm,1912,M,800M,1:52.0,01:52.0,,segundos
G,James LIGHTBODY,USA,St Louis,1904,M,800M,1:56.0,01:56.0,,segundos
S,Howard VALENTINE,USA,St Louis,1904,M,800M,1:56.3,01:56.3,,segundos
B,Emil BREITKREUTZ,USA,St Louis,1904,M,800M,1:56.4,01:56.4,,segundos
G,Edwin FLACK,AUS,Athens,1896,M,800M,2:11.0,02:11.0,,segundos
S,NÃ¡ndor DÃNI,HUN,Athens,1896,M,800M,2:11.8,02:11.8,,segundos
B,Dimitrios GOLEMIS,GRE,Athens,1896,M,800M,2:28.0,02:28.0,,segundos
G,Ashton EATON,USA,Rio,2016,M,Decathlon,8893,088930,,segundos
S,Kevin MAYER,FRA,Rio,2016,M,Decathlon,8834,088340,,segundos
B,Damian WARNER,CAN,Rio,2016,M,Decathlon,8666,086660,,segundos
G,Bryan CLAY,USA,Beijing,2008,M,Decathlon,8791,087910,,segundos
S,Andrei KRAUCHANKA,BLR,Beijing,2008,M,Decathlon,8551,085510,,segundos
B,Leonel SUAREZ,CUB,Beijing,2008,M,Decathlon,8527,085270,,segundos
G,Erki NOOL,EST,Sydney,2000,M,Decathlon,8641,086410,,segundos
S,Roman SEBRLE,CZE,Sydney,2000,M,Decathlon,8606,086060,,segundos
B,Chris HUFFINS,USA,Sydney,2000,M,Decathlon,8595,085950,,segundos
G,Robert ZMELÃK,TCH,Barcelona,1992,M,Decathlon,8611,086110,,segundos
S,Antonio PENALVER ASENSIO,ESP,Barcelona,1992,M,Decathlon,8412,084120,,segundos
B,Dave JOHNSON,USA,Barcelona,1992,M,Decathlon,8309,083090,,segundos
G,Daley THOMPSON,GBR,Los Angeles,1984,M,Decathlon,8798,087980,,segundos
S,JÃ¼rgen HINGSEN,FRG,Los Angeles,1984,M,Decathlon,8673,086730,,segundos
B,Siegfried WENTZ,FRG,Los Angeles,1984,M,Decathlon,8412,084120,,segundos
G,Bruce JENNER,USA,Montreal,1976,M,Decathlon,8618,086180,,segundos
S,Guido KRATSCHMER,FRG,Montreal,1976,M,Decathlon,8411,084110,,segundos
B,Nikolay AVILOV,URS,Montreal,1976,M,Decathlon,8369,083690,,segundos
G,Bill TOOMEY,USA,Mexico,1968,M,Decathlon,8193,081930,,segundos
S,Hans-Joachim WALDE,FRG,Mexico,1968,M,Decathlon,8111,081110,,segundos
B,Kurt BENDLIN,FRG,Mexico,1968,M,Decathlon,8064,080640,,segundos
G,Rafer JOHNSON,USA,Rome,1960,M,Decathlon,8392,083920,,segundos
S,Chuan-Kwang YANG,TPE,Rome,1960,M,Decathlon,8334,083340,,segundos
B,Vasily KUZNETSOV,URS,Rome,1960,M,Decathlon,7809,078090,,segundos
G,Bob MATHIAS,USA,Helsinki,1952,M,Decathlon,7887,078870,,segundos
S,Milton Gray CAMPBELL,USA,Helsinki,1952,M,Decathlon,6975,069750,,segundos
B,Floyd SIMMONS,USA,Helsinki,1952,M,Decathlon,6788,067880,,segundos
G,Glenn MORRIS,USA,Berlin,1936,M,Decathlon,7900,079000,,segundos
S,Robert Hyatt CLARK,USA,Berlin,1936,M,Decathlon,7601,076010,,segundos
B,Jack PARKER,USA,Berlin,1936,M,Decathlon,7275,072750,,segundos
G,Paavo YRJÃLÃ,FIN,Amsterdam,1928,M,Decathlon,8053.29  P.,08053.29  0.,,segundos
S,Aki JÃRVINEN,FIN,Amsterdam,1928,M,Decathlon,7931.50  P.,07931.50  0.,,segundos
B,John Kenneth DOHERTY,USA,Amsterdam,1928,M,Decathlon,7706.65  P.,07706.65  0.,,segundos
G,Helge LÃVLAND,NOR,Antwerp,1920,M,Decathlon,6803.355,06803.355,,segundos
S,Brutus HAMILTON,USA,Antwerp,1920,M,Decathlon,6771.085,06771.085,,segundos
B,Bertil OHLSON,SWE,Antwerp,1920,M,Decathlon,6580.03,06580.03,,segundos
G,Thomas Francis KIELY,GBR,St Louis,1904,M,Decathlon,6036 P.,06036 0.,,segundos
S,Adam GUNN,USA,St Louis,1904,M,Decathlon,5907 P.,05907 0.,,segundos
B,Truxtun HARE,USA,St Louis,1904,M,Decathlon,5813 P.,05813 0.,,segundos
G,Ashton EATON,USA,London,2012,M,Decathlon,8869,088690,,segundos
S,Trey HARDEE,USA,London,2012,M,Decathlon,8671,086710,,segundos
B,Leonel SUAREZ,CUB,London,2012,M,Decathlon,8523,085230,,segundos
G,Roman SEBRLE,CZE,Athens,2004,M,Decathlon,8893,088930,,segundos
S,Bryan CLAY,USA,Athens,2004,M,Decathlon,8820,088200,,segundos
B,Dmitriy KARPOV,KAZ,Athens,2004,M,Decathlon,8725,087250,,segundos
G,Dan O'BRIEN,USA,Atlanta,1996,M,Decathlon,8824,088240,,segundos
S,Frank BUSEMANN,GER,Atlanta,1996,M,Decathlon,8706,087060,,segundos
B,TomÃ¡? DVORÃK,CZE,Atlanta,1996,M,Decathlon,8664,086640,,segundos
G,Christian SCHENK,GDR,Seoul,1988,M,Decathlon,8488,084880,,segundos
S,Torsten VOSS,GDR,Seoul,1988,M,Decathlon,8399,083990,,segundos
B,Dave STEEN,CAN,Seoul,1988,M,Decathlon,8328,083280,,segundos
G,Daley THOMPSON,GBR,Moscow,1980,M,Decathlon,8495,084950,,segundos
S,Yuri KUTSENKO,URS,Moscow,1980,M,Decathlon,8331,083310,,segundos
B,Sergei ZHELANOV,URS,Moscow,1980,M,Decathlon,8135,081350,,segundos
G,Nikolay AVILOV,URS,Munich,1972,M,Decathlon,8454,084540,,segundos
S,Leonid LITVINENKO,URS,Munich,1972,M,Decathlon,8035,080350,,segundos
B,Ryszard KATUS,POL,Munich,1972,M,Decathlon,7984,079840,,segundos
G,Willi HOLDORF,EUA,Tokyo,1964,M,Decathlon,7887,078870,,segundos
S,Rein AUN,URS,Tokyo,1964,M,Decathlon,7842,078420,,segundos
B,Hans-Joachim WALDE,EUA,Tokyo,1964,M,Decathlon,7809,078090,,segundos
G,Milton Gray CAMPBELL,USA,Melbourne / Stockholm,1956,M,Decathlon,7937,079370,,segundos
S,Rafer JOHNSON,USA,Melbourne / Stockholm,1956,M,Decathlon,7587,075870,,segundos
B,Vasily KUZNETSOV,URS,Melbourne / Stockholm,1956,M,Decathlon,7465,074650,,segundos
G,Bob MATHIAS,USA,London,1948,M,Decathlon,7139,071390,,segundos
S,Ignace HEINRICH,FRA,London,1948,M,Decathlon,6974,069740,,segundos
B,Floyd SIMMONS,USA,London,1948,M,Decathlon,6950,069500,,segundos
G,Jim BAUSCH,USA,Los Angeles,1932,M,Decathlon,8462.235,08462.235,,segundos
S,Aki JÃRVINEN,FIN,Los Angeles,1932,M,Decathlon,8292.48,08292.48,,segundos
B,Wolrad EBERLE,GER,Los Angeles,1932,M,Decathlon,8030.805,08030.805,,segundos
G,Harold OSBORN,USA,Paris,1924,M,Decathlon,7740.775 P.,07740.775 0.,,segundos
S,Emerson NORTON,USA,Paris,1924,M,Decathlon,7350.895 P.,07350.895 0.,,segundos
B,Alexander KLUMBERG-KOLMPERE,EST,Paris,1924,M,Decathlon,7329.33 P.,07329.33 0.,,segundos
G,Hugo WIESLANDER,SWE,Stockholm,1912,M,Decathlon,7724.495 P.,07724.495 0.,,segundos
G,Jim THORPE,USA,Stockholm,1912,M,Decathlon,8412.955,08412.955,,segundos
S,Charles LOMBERG,SWE,Stockholm,1912,M,Decathlon,7413.510 P.,07413.510 0.,,segundos
B,GÃ¶sta HOLMER,SWE,Stockholm,1912,M,Decathlon,7347.855 P.,07347.855 0.,,segundos
G,Christoph HARTING,GER,Rio,2016,M,Discus Throw,68.37,00:00:68.37,68.37,segundos
S,Piotr MALACHOWSKI,POL,Rio,2016,M,Discus Throw,67.55,00:00:67.55,67.55,segundos
B,Daniel JASINSKI,GER,Rio,2016,M,Discus Throw,67.05,00:00:67.05,67.05,segundos
G,Gerd KANTER,EST,Beijing,2008,M,Discus Throw,68.82,00:00:68.82,68.82,segundos
S,Piotr MALACHOWSKI,POL,Beijing,2008,M,Discus Throw,67.82,00:00:67.82,67.82,segundos
B,Virgilijus ALEKNA,LTU,Beijing,2008,M,Discus Throw,67.79,00:00:67.79,67.79,segundos
G,Virgilijus ALEKNA,LTU,Sydney,2000,M,Discus Throw,69.3,00:00:69.30,69.3,segundos
S,Lars RIEDEL,GER,Sydney,2000,M,Discus Throw,68.5,00:00:68.50,68.5,segundos
B,Frantz KRUGER,RSA,Sydney,2000,M,Discus Throw,68.19,00:00:68.19,68.19,segundos
G,Romas UBARTAS,LTU,Barcelona,1992,M,Discus Throw,65.12,00:00:65.12,65.12,segundos
S,JÃ¼rgen SCHULT,GER,Barcelona,1992,M,Discus Throw,64.94,00:00:64.94,64.94,segundos
B,Roberto MOYA,CUB,Barcelona,1992,M,Discus Throw,64.12,00:00:64.12,64.12,segundos
G,Rolf DANNEBERG,FRG,Los Angeles,1984,M,Discus Throw,66.6,00:00:66.60,66.6,segundos
S,Mac WILKINS,USA,Los Angeles,1984,M,Discus Throw,66.3,00:00:66.30,66.3,segundos
B,John POWELL,USA,Los Angeles,1984,M,Discus Throw,65.46,00:00:65.46,65.46,segundos
G,Mac WILKINS,USA,Montreal,1976,M,Discus Throw,67.5,00:00:67.50,67.5,segundos
S,Wolfgang SCHMIDT,GDR,Montreal,1976,M,Discus Throw,66.22,00:00:66.22,66.22,segundos
B,John POWELL,USA,Montreal,1976,M,Discus Throw,65.7,00:00:65.70,65.7,segundos
G,Al OERTER,USA,Mexico,1968,M,Discus Throw,64.78,00:00:64.78,64.78,segundos
S,Lothar MILDE,GDR,Mexico,1968,M,Discus Throw,63.08,00:00:63.08,63.08,segundos
B,LudvÃ­k DANEK,TCH,Mexico,1968,M,Discus Throw,62.92,00:00:62.92,62.92,segundos
G,Al OERTER,USA,Rome,1960,M,Discus Throw,59.18,00:00:59.18,59.18,segundos
S,Rink BABKA,USA,Rome,1960,M,Discus Throw,58.02,00:00:58.02,58.02,segundos
B,Richard COCHRAN,USA,Rome,1960,M,Discus Throw,57.16,00:00:57.16,57.16,segundos
G,Sim INESS,USA,Helsinki,1952,M,Discus Throw,55.03,00:00:55.03,55.03,segundos
S,Adolfo CONSOLINI,ITA,Helsinki,1952,M,Discus Throw,53.78,00:00:53.78,53.78,segundos
B,James DILLION,USA,Helsinki,1952,M,Discus Throw,53.28,00:00:53.28,53.28,segundos
G,Martin SHERIDAN,USA,London,1908,M,Discus Throw,40.89,00:00:40.89,40.89,segundos
S,Merritt GIFFIN,USA,London,1908,M,Discus Throw,40.7,00:00:40.70,40.7,segundos
B,Marquis Franklin HORR,USA,London,1908,M,Discus Throw,39.45,00:00:39.45,39.45,segundos
G,Robert HARTING,GER,London,2012,M,Discus Throw,68.27,00:00:68.27,68.27,segundos
S,Ehsan HADADI,IRI,London,2012,M,Discus Throw,68.18,00:00:68.18,68.18,segundos
B,Gerd KANTER,EST,London,2012,M,Discus Throw,68.03,00:00:68.03,68.03,segundos
G,Virgilijus ALEKNA,LTU,Athens,2004,M,Discus Throw,69.89,00:00:69.89,69.89,segundos
S,Zoltan KOVAGO,HUN,Athens,2004,M,Discus Throw,67.04,00:00:67.04,67.04,segundos
B,Aleksander TAMMERT,EST,Athens,2004,M,Discus Throw,66.66,00:00:66.66,66.66,segundos
G,Lars RIEDEL,GER,Atlanta,1996,M,Discus Throw,69.4,00:00:69.40,69.4,segundos
S,Vladimir DUBROVSHCHIK,BLR,Atlanta,1996,M,Discus Throw,66.6,00:00:66.60,66.6,segundos
B,Vasiliy KAPTYUKH,BLR,Atlanta,1996,M,Discus Throw,65.8,00:00:65.80,65.8,segundos
G,Viktor RASHCHUPKIN,URS,Moscow,1980,M,Discus Throw,66.64,00:00:66.64,66.64,segundos
S,Imrich BUGÃR,TCH,Moscow,1980,M,Discus Throw,66.38,00:00:66.38,66.38,segundos
B,Luis DELIS,CUB,Moscow,1980,M,Discus Throw,66.32,00:00:66.32,66.32,segundos
G,Al OERTER,USA,Tokyo,1964,M,Discus Throw,61,00:00:61.00,61,segundos
S,LudvÃ­k DANEK,TCH,Tokyo,1964,M,Discus Throw,60.52,00:00:60.52,60.52,segundos
B,David Lawson WEILL,USA,Tokyo,1964,M,Discus Throw,59.49,00:00:59.49,59.49,segundos
G,John ANDERSON,USA,Los Angeles,1932,M,Discus Throw,49.49,00:00:49.49,49.49,segundos
S,Henri LABORDE,USA,Los Angeles,1932,M,Discus Throw,48.47,00:00:48.47,48.47,segundos
B,Paul WINTER,FRA,Los Angeles,1932,M,Discus Throw,47.85,00:00:47.85,47.85,segundos
G,Bud HOUSER,USA,Paris,1924,M,Discus Throw,46.155,46.155,,segundos
S,Vilho Aleksander NIITTYMAA,FIN,Paris,1924,M,Discus Throw,44.95,00:00:44.95,44.95,segundos
B,Thomas LIEB,USA,Paris,1924,M,Discus Throw,44.83,00:00:44.83,44.83,segundos
G,Armas TAIPALE,FIN,Stockholm,1912,M,Discus Throw,45.21,00:00:45.21,45.21,segundos
S,Richard Leslie BYRD,USA,Stockholm,1912,M,Discus Throw,42.32,00:00:42.32,42.32,segundos
B,James DUNCAN,USA,Stockholm,1912,M,Discus Throw,42.28,00:00:42.28,42.28,segundos
G,Martin SHERIDAN,USA,St Louis,1904,M,Discus Throw,39.28,00:00:39.28,39.28,segundos
S,Ralph ROSE,USA,St Louis,1904,M,Discus Throw,39.28,00:00:39.28,39.28,segundos
B,Nikolaos GEORGANTAS,GRE,St Louis,1904,M,Discus Throw,37.68,00:00:37.68,37.68,segundos
G,Robert GARRETT,USA,Athens,1896,M,Discus Throw,29.15,00:00:29.15,29.15,segundos
S,Panagiotis PARASKEVOPOULOS,GRE,Athens,1896,M,Discus Throw,28.95,00:00:28.95,28.95,segundos
B,Sotirios VERSIS,GRE,Athens,1896,M,Discus Throw,28.78,00:00:28.78,28.78,segundos
G,Dilshod NAZAROV,TJK,Rio,2016,M,Hammer Throw,78.68,00:00:78.68,78.68,segundos
S,Ivan TSIKHAN,BLR,Rio,2016,M,Hammer Throw,77.79,00:00:77.79,77.79,segundos
B,Wojciech NOWICKI,POL,Rio,2016,M,Hammer Throw,77.73,00:00:77.73,77.73,segundos
G,Primoz KOZMUS,SLO,Beijing,2008,M,Hammer Throw,82.02,00:00:82.02,82.02,segundos
S,Vadim DEVYATOVSKIY,BLR,Beijing,2008,M,Hammer Throw,81.61,00:00:81.61,81.61,segundos
B,Ivan TSIKHAN,BLR,Beijing,2008,M,Hammer Throw,81.51,00:00:81.51,81.51,segundos
G,Szymon ZIOLKOWSKI,POL,Sydney,2000,M,Hammer Throw,80.02,00:00:80.02,80.02,segundos
S,Nicola VIZZONI,ITA,Sydney,2000,M,Hammer Throw,79.64,00:00:79.64,79.64,segundos
B,Igor ASTAPKOVICH,BLR,Sydney,2000,M,Hammer Throw,79.17,00:00:79.17,79.17,segundos
G,Andrey ABDUVALIEV,EUN,Barcelona,1992,M,Hammer Throw,82.54,00:00:82.54,82.54,segundos
S,Igor ASTAPKOVICH,EUN,Barcelona,1992,M,Hammer Throw,81.96,00:00:81.96,81.96,segundos
B,Igor NIKULIN,EUN,Barcelona,1992,M,Hammer Throw,81.38,00:00:81.38,81.38,segundos
G,Yuri SEDYKH,URS,Montreal,1976,M,Hammer Throw,77.52,00:00:77.52,77.52,segundos
S,Aleksei SPIRIDONOV,URS,Montreal,1976,M,Hammer Throw,76.08,00:00:76.08,76.08,segundos
B,Anatoli BONDARCHUK,URS,Montreal,1976,M,Hammer Throw,75.48,00:00:75.48,75.48,segundos
G,Vasili RUDENKOV,URS,Rome,1960,M,Hammer Throw,67.1,00:00:67.10,67.1,segundos
S,Gyula ZSIVÃTZKY,HUN,Rome,1960,M,Hammer Throw,65.79,00:00:65.79,65.79,segundos
B,Tadeusz RUT,POL,Rome,1960,M,Hammer Throw,65.64,00:00:65.64,65.64,segundos
G,JÃ³zsef CSERMÃK,HUN,Helsinki,1952,M,Hammer Throw,60.34,00:00:60.34,60.34,segundos
S,Karl STORCH,GER,Helsinki,1952,M,Hammer Throw,58.86,00:00:58.86,58.86,segundos
B,Imre NÃMETH,HUN,Helsinki,1952,M,Hammer Throw,57.74,00:00:57.74,57.74,segundos
G,John FLANAGAN,USA,London,1908,M,Hammer Throw,51.92,00:00:51.92,51.92,segundos
S,Matt MCGRATH,USA,London,1908,M,Hammer Throw,51.18,00:00:51.18,51.18,segundos
B,Cornelius WALSH,CAN,London,1908,M,Hammer Throw,48.51,00:00:48.51,48.51,segundos
